Month,Unit Qty,Country,vfd,cif,Imports Qty
201712,"NMB","Italy","360,712","382,104","6"
201712,"NMB","Japan","57,594,902","59,541,936","2,397"
201712,"NMB","Korea, Republic of","19,006,772","19,693,797","875"
201712,"NMB","Mexico","3,768,778","3,844,978","84"
201712,"NMB","Sweden","1,290,506","1,342,573","23"
201712,"NMB","Thailand","12,085,920","12,498,323","571"
201712,"NMB","United States of America","1,654,541","1,693,112","26"
201712,"NMB","South Africa","1,486,865","1,512,961","28"
202101,"NMB","China","3,716,864","3,908,077","92"
202101,"NMB","Korea, Republic of","21,013,455","21,747,430","919"
202101,"NMB","Belgium","5,152,203","5,260,695","108"
202101,"NMB","Czechia","1,117,803","1,144,195","39"
202101,"NMB","Finland","1,176,123","1,207,661","26"
202101,"NMB","France","10,533,215","11,016,354","305"
202101,"NMB","Germany","9,272,992","9,464,898","129"
202101,"NMB","Hungary","1,918,441","1,982,026","42"
202101,"NMB","India","1,220,998","1,260,020","35"
202101,"NMB","Japan","23,166,080","23,975,054","941"
202101,"NMB","Mexico","1,625,967","1,673,941","35"
202101,"NMB","Romania","398,372","438,934","26"
202101,"NMB","Slovakia","448,223","448,223","9"
202101,"NMB","South Africa","1,368,589","1,387,150","21"
202101,"NMB","Spain","292,211","305,122","11"
202101,"NMB","Sweden","65,065","67,379","1"
202101,"NMB","Thailand","6,449,835","6,684,760","219"
202101,"NMB","United Kingdom","7,697,690","7,986,662","239"
202101,"NMB","United States of America","621,020","633,863","11"
202102,"NMB","China","1,364,376","1,429,265","31"
202102,"NMB","Korea, Republic of","5,531,190","5,723,465","263"
202102,"NMB","Belgium","4,199,504","4,286,735","88"
202102,"NMB","Czechia","5,861,783","6,014,553","180"
202102,"NMB","Finland","908,129","931,176","19"
202102,"NMB","Germany","19,043,983","19,564,189","521"
202102,"NMB","Hungary","2,461,621","2,554,501","79"
202102,"NMB","India","10,849,358","11,309,996","450"
202102,"NMB","Italy","2,302,084","2,397,817","30"
202102,"NMB","Japan","60,660,189","62,740,931","2,241"
202102,"NMB","Mexico","1,224,226","1,248,192","20"
202102,"NMB","Puerto Rico","1,299,707","1,331,491","41"
202102,"NMB","Romania","540,546","591,944","34"
202102,"NMB","Slovakia","587,268","603,860","7"
202102,"NMB","South Africa","834,656","848,818","31"
202102,"NMB","Spain","12,495,007","13,336,829","400"
202102,"NMB","Thailand","7,371,780","7,648,394","266"
202102,"NMB","United Kingdom","14,545,892","15,135,963","498"
202102,"NMB","United States of America","1,996,967","2,025,924","21"
202103,"NMB","China","3,495,660","3,686,474","100"
202103,"NMB","Korea, Republic of","12,528,701","13,000,449","607"
202103,"NMB","Austria","1,919,693","1,984,882","33"
202103,"NMB","Belgium","1,992,407","2,040,323","43"
202103,"NMB","Czechia","4,011,038","4,046,334","99"
202103,"NMB","Finland","240,636","246,238","5"
202103,"NMB","France","923,086","961,540","19"
202103,"NMB","Germany","11,011,978","11,324,874","277"
202103,"NMB","Hungary","4,197,856","4,347,811","123"
202103,"NMB","Italy","1,122,714","1,163,277","22"
202103,"NMB","Japan","73,875,609","76,644,682","2,780"
202103,"NMB","Mexico","1,791,207","1,845,760","35"
202103,"NMB","Puerto Rico","2,754,791","2,847,532","94"
202103,"NMB","Romania","726","915","2"
202103,"NMB","Slovakia","243,303","250,392","3"
202103,"NMB","South Africa","787,042","803,745","38"
202103,"NMB","Spain","1,568,793","1,616,843","55"
202103,"NMB","Sweden","832,172","859,752","13"
202103,"NMB","Thailand","12,167,803","12,608,555","421"
202103,"NMB","United Kingdom","5,242,566","5,399,127","118"
202103,"NMB","United States of America","3,816,144","3,870,877","41"
202104,"NMB","China","248,420","259,531","5"
202104,"NMB","Korea, Republic of","9,407,565","9,719,829","415"
202104,"NMB","Austria","430,188","444,063","7"
202104,"NMB","Belgium","1,422,823","1,458,553","28"
202104,"NMB","Czechia","2,891,248","2,891,248","85"
202104,"NMB","Finland","50,797","51,905","1"
202104,"NMB","France","1,113,574","1,177,717","37"
202104,"NMB","Germany","4,609,722","4,725,043","96"
202104,"NMB","Hungary","2,326,050","2,397,225","54"
202104,"NMB","Italy","1,058,392","1,100,228","17"
202104,"NMB","Japan","73,308,555","76,122,155","2,748"
202104,"NMB","Malaysia","95,000","96,765","1"
202104,"NMB","Mexico","2,834,868","2,912,949","55"
202104,"NMB","Puerto Rico","1,411,246","1,466,671","52"
202104,"NMB","Romania","367","377","1"
202104,"NMB","Slovakia","71,203","73,551","1"
202104,"NMB","South Africa","2,929,821","2,979,050","89"
202104,"NMB","Spain","343,272","354,816","10"
202104,"NMB","Sweden","168,957","175,644","3"
202104,"NMB","Thailand","2,522,163","2,606,147","86"
202104,"NMB","United Kingdom","4,612,173","4,772,343","141"
202104,"NMB","United States of America","4,634,715","4,703,521","51"
202105,"NMB","China","4,058,347","4,265,039","156"
202105,"NMB","Korea, Republic of","18,930,742","19,653,671","844"
202105,"NMB","Austria","1,373,466","1,417,922","23"
202105,"NMB","Belgium","3,370,804","3,432,184","61"
202105,"NMB","Czechia","11,760,523","11,803,119","380"
202105,"NMB","Finland","1,202,033","1,228,625","24"
202105,"NMB","France","2,663,226","2,783,511","75"
202105,"NMB","Germany","23,213,080","23,772,563","534"
202105,"NMB","Hungary","5,417,254","5,603,553","154"
202105,"NMB","Italy","880,742","924,273","14"
202105,"NMB","Japan","44,192,962","45,986,343","1,943"
202105,"NMB","Mexico","4,593,346","4,687,580","75"
202105,"NMB","Puerto Rico","5,615,012","5,823,615","196"
202105,"NMB","Slovakia","919,494","943,095","10"
202105,"NMB","South Africa","3,370,181","3,427,503","110"
202105,"NMB","Spain","1,485,935","1,543,939","41"
202105,"NMB","Sweden","123,408","127,564","2"
202105,"NMB","Thailand","6,131,393","6,346,067","194"
202105,"NMB","United Kingdom","14,429,357","14,923,756","464"
202105,"NMB","United States of America","7,362,824","7,461,720","72"
202106,"NMB","China","4,755,488","5,035,080","181"
202106,"NMB","Korea, Republic of","14,691,831","15,246,870","654"
202106,"NMB","Austria","818,458","846,080","14"
202106,"NMB","Belgium","10,155,793","10,365,402","208"
202106,"NMB","Czechia","6,827,890","6,879,493","205"
202106,"NMB","Finland","52,357","53,465","1"
202106,"NMB","France","3,192,980","3,341,984","88"
202106,"NMB","Germany","8,262,779","8,469,043","187"
202106,"NMB","Hungary","4,125,015","4,265,710","114"
202106,"NMB","Italy","1,004,474","1,032,051","14"
202106,"NMB","Japan","69,265,236","71,952,345","2,648"
202106,"NMB","Mexico","2,376,135","2,413,295","39"
202106,"NMB","Puerto Rico","6,014,903","6,227,851","190"
202106,"NMB","Slovakia","266,960","274,100","3"
202106,"NMB","South Africa","1,707,194","1,741,740","70"
202106,"NMB","Spain","2,657,584","2,752,887","73"
202106,"NMB","Sweden","668,273","689,729","10"
202106,"NMB","United Kingdom","19,399,369","20,201,033","784"
202106,"NMB","United States of America","5,493,062","5,579,389","63"
202107,"NMB","China","7,927,367","8,326,326","265"
202107,"NMB","Korea, Republic of","12,096,086","12,527,410","512"
202107,"NMB","Belgium","3,485,690","3,561,561","76"
202107,"NMB","Czechia","9,172,737","9,544,188","311"
202107,"NMB","France","1,800,866","1,885,876","51"
202107,"NMB","Germany","8,409,557","8,616,205","178"
202107,"NMB","Hungary","3,628,155","3,739,871","81"
202107,"NMB","Italy","2,002,804","2,057,740","26"
202107,"NMB","Japan","52,805,885","54,737,502","2,247"
202107,"NMB","Mexico","4,090,396","4,157,069","81"
202107,"NMB","Puerto Rico","1,286,126","1,341,910","49"
202107,"NMB","Romania","167,883","184,952","11"
202107,"NMB","South Africa","2,259,443","2,294,249","46"
202107,"NMB","Spain","83,705","86,792","3"
202107,"NMB","Sweden","570,578","589,908","9"
202107,"NMB","Thailand","5,702,023","5,915,159","203"
202107,"NMB","United Kingdom","2,420,916","2,485,325","48"
202107,"NMB","United States of America","1,197,426","1,215,332","13"
202108,"NMB","China","2,633,015","2,764,287","110"
202108,"NMB","Korea, Republic of","16,427,470","17,090,661","731"
202108,"NMB","Austria","753,003","777,665","13"
202108,"NMB","Belgium","3,201,081","3,251,365","48"
202108,"NMB","Czechia","9,977,502","10,518,519","369"
202108,"NMB","France","2,579,582","2,708,525","79"
202108,"NMB","Germany","14,391,089","14,763,353","283"
202108,"NMB","Hungary","3,436,559","3,544,765","71"
202108,"NMB","Italy","1,657,918","1,709,887","25"
202108,"NMB","Japan","81,338,274","83,924,000","3,151"
202108,"NMB","Mexico","1,627,233","1,653,955","24"
202108,"NMB","Puerto Rico","1,166,522","1,210,206","38"
202108,"NMB","Romania","407","416","1"
202108,"NMB","Slovakia","207,364","211,551","2"
202108,"NMB","South Africa","978,700","996,245","28"
202108,"NMB","Spain","311,838","324,537","13"
202108,"NMB","Sweden","629,958","657,988","13"
202108,"NMB","Thailand","3,477,484","3,592,699","99"
202108,"NMB","United Kingdom","3,081,093","3,186,947","94"
202108,"NMB","United States of America","451,669","460,904","6"
202109,"NMB","China","6,602,303","6,921,693","183"
202109,"NMB","Korea, Republic of","11,613,853","12,107,519","533"
202109,"NMB","Belgium","2,950,056","3,009,052","44"
202109,"NMB","Czechia","8,666,982","9,391,614","330"
202109,"NMB","Finland","545,520","557,708","11"
202109,"NMB","France","7,885,936","8,241,033","212"
202109,"NMB","Germany","9,598,706","9,786,625","247"
202109,"NMB","Hungary","1,100,545","1,146,773","54"
202109,"NMB","Italy","915,862","953,487","13"
202109,"NMB","Japan","80,019,623","82,928,613","2,949"
202109,"NMB","Mexico","547,287","556,522","9"
202109,"NMB","Slovakia","232,407","239,124","3"
202109,"NMB","South Africa","599,663","611,899","21"
202109,"NMB","Spain","337,852","352,422","9"
202109,"NMB","Sweden","1,795,059","1,861,948","32"
202109,"NMB","Thailand","10,142,001","10,517,776","346"
202109,"NMB","United Kingdom","1,045,746","1,062,847","11"
202109,"NMB","United States of America","431,289","437,866","4"
202110,"NMB","China","4,093,341","4,318,551","151"
202110,"NMB","Korea, Republic of","8,560,484","8,899,998","321"
202110,"NMB","Belgium","1,176,140","1,204,751","24"
202110,"NMB","Czechia","4,741,982","4,868,126","169"
202110,"NMB","Finland","591,428","609,641","13"
202110,"NMB","France","830,488","877,124","22"
202110,"NMB","Germany","3,826,854","3,941,090","98"
202110,"NMB","Hungary","1,028,863","1,067,930","33"
202110,"NMB","Italy","1,897,739","1,936,152","30"
202110,"NMB","Japan","146,443,599","152,103,739","6,147"
202110,"NMB","Mexico","1,934,371","1,965,600","30"
202110,"NMB","Puerto Rico","65,939","68,242","2"
202110,"NMB","Slovakia","113,200","116,950","1"
202110,"NMB","South Africa","2,971,241","3,015,165","45"
202110,"NMB","Spain","2,308,186","2,402,323","58"
202110,"NMB","Sweden","1,082,555","1,120,663","18"
202110,"NMB","Thailand","4,843,545","5,027,531","171"
202110,"NMB","United Kingdom","895,890","915,707","16"
202110,"NMB","United States of America","364,771","371,899","6"
202111,"NMB","China","938,340","988,738","24"
202111,"NMB","Korea, Republic of","26,654,836","27,664,111","1,204"
202111,"NMB","Austria","188,552","192,558","3"
202111,"NMB","Belgium","1,999,769","2,042,121","37"
202111,"NMB","Czechia","3,927,890","4,135,582","142"
202111,"NMB","France","2,328,376","2,448,272","69"
202111,"NMB","Germany","1,768,436","1,805,989","28"
202111,"NMB","Hungary","1,372,786","1,409,258","20"
202111,"NMB","Italy","520,264","538,565","8"
202111,"NMB","Japan","26,624,884","27,585,461","1,104"
202111,"NMB","Mexico","1,928,085","1,959,174","32"
202111,"NMB","South Africa","3,466,849","3,543,908","166"
202111,"NMB","Spain","5,129,315","5,287,118","145"
202111,"NMB","Sweden","454,775","469,671","7"
202111,"NMB","Thailand","3,114,741","3,228,447","91"
202111,"NMB","United Kingdom","1,827,363","1,872,125","37"
202111,"NMB","United States of America","133,542","135,973","2"
202112,"NMB","China","7,387,727","7,749,236","228"
202112,"NMB","Korea, Republic of","14,245,119","14,790,565","630"
202112,"NMB","Australia","1,885,922","1,918,920","30"
202112,"NMB","Austria","113,075","115,915","2"
202112,"NMB","Belgium","3,898,032","3,972,206","68"
202112,"NMB","Czechia","3,324,030","3,344,091","94"
202112,"NMB","Finland","138,989","142,313","3"
202112,"NMB","France","3,275,292","3,499,063","96"
202112,"NMB","Germany","11,747,628","11,963,993","173"
202112,"NMB","Hungary","2,907,302","2,995,610","62"
202112,"NMB","Italy","66,182","70,166","1"
202112,"NMB","Japan","80,088,982","82,784,948","2,581"
202112,"NMB","Mexico","987,846","1,005,525","19"
202112,"NMB","Poland","153,102","157,929","5"
202112,"NMB","Puerto Rico","504,139","522,558","15"
202112,"NMB","Slovakia","128,838","130,631","1"
202112,"NMB","Spain","4,575,477","4,744,073","135"
202112,"NMB","Sweden","834,826","861,897","13"
202112,"NMB","Thailand","9,199,555","9,535,016","268"
202112,"NMB","United Kingdom","3,003,464","3,089,009","57"
202112,"NMB","United States of America","181,264","185,316","4"
202001,"NMB","Austria","1,512,928","1,563,543","26"
202001,"NMB","Belgium","3,068,122","3,181,766","88"
202001,"NMB","China","288,224","301,492","8"
202001,"NMB","Czechia","5,121,631","5,493,087","190"
202001,"NMB","Germany","5,576,967","5,725,313","131"
202001,"NMB","Spain","2,964,461","3,072,633","99"
202001,"NMB","France","5,669,752","6,028,170","224"
202001,"NMB","United Kingdom","12,909,578","13,345,078","363"
202001,"NMB","Hungary","75,079","78,297","4"
202001,"NMB","Italy","51,426","52,721","1"
202001,"NMB","Japan","64,805,386","66,938,502","2,377"
202001,"NMB","Korea, Republic of","10,737,989","11,146,734","523"
202001,"NMB","Mexico","4,954,675","5,156,027","143"
202001,"NMB","Poland","76,136","78,744","4"
202001,"NMB","Sweden","66,876","69,347","1"
202001,"NMB","Thailand","3,807,988","3,874,350","139"
202001,"NMB","United States of America","2,994,597","3,051,899","38"
202002,"NMB","Austria","2,283,992","2,361,369","39"
202002,"NMB","Belgium","5,467,158","5,620,464","147"
202002,"NMB","China","371,707","390,384","13"
202002,"NMB","Czechia","7,594,998","8,296,956","305"
202002,"NMB","Germany","11,583,985","11,834,436","203"
202002,"NMB","France","441,913","467,144","14"
202002,"NMB","United Kingdom","7,747,845","8,046,794","256"
202002,"NMB","Hungary","189,219","197,543","10"
202002,"NMB","Italy","213,332","216,682","2"
202002,"NMB","Japan","43,667,797","45,290,305","1,672"
202002,"NMB","Korea, Republic of","7,968,414","8,295,187","356"
202002,"NMB","Mexico","5,436,123","5,651,275","152"
202002,"NMB","Poland","553,113","574,169","29"
202002,"NMB","Slovakia","128,984","131,138","1"
202002,"NMB","Thailand","2,329,027","2,394,755","82"
202002,"NMB","United States of America","1,620,189","1,651,595","22"
202002,"NMB","South Africa","258,991","262,668","4"
202003,"NMB","Austria","630,824","651,696","11"
202003,"NMB","Belgium","6,173,244","6,339,592","144"
202003,"NMB","China","374,341","398,482","15"
202003,"NMB","Czechia","8,532,992","9,207,233","305"
202003,"NMB","Germany","8,697,778","8,930,738","175"
202003,"NMB","Spain","407,618","432,645","15"
202003,"NMB","France","1,782,863","1,883,031","55"
202003,"NMB","United Kingdom","6,877,093","7,093,745","171"
202003,"NMB","Hungary","3,224,536","3,351,391","124"
202003,"NMB","Italy","114,533","118,145","2"
202003,"NMB","Japan","68,685,676","71,165,215","2,683"
202003,"NMB","Korea, Republic of","10,567,492","10,995,399","500"
202003,"NMB","Mexico","1,697,714","1,772,779","70"
202003,"NMB","Poland","801,935","870,578","42"
202003,"NMB","Sweden","127,971","132,371","2"
202003,"NMB","Slovakia","128,983","131,029","1"
202003,"NMB","Thailand","13,350,603","13,835,595","418"
202003,"NMB","United States of America","2,706,464","2,752,429","35"
202003,"NMB","South Africa","2,405,219","2,446,509","51"
202004,"NMB","Austria","234,114","241,038","4"
202004,"NMB","Australia","50,403","52,486","1"
202004,"NMB","Belgium","222,895","233,065","12"
202004,"NMB","China","108,357","112,545","2"
202004,"NMB","Czechia","3,088,816","3,372,805","103"
202004,"NMB","Germany","3,369,322","3,460,512","70"
202004,"NMB","Finland","511,651","525,280","11"
202004,"NMB","France","2,381,768","2,511,967","70"
202004,"NMB","United Kingdom","4,079,299","4,211,724","106"
202004,"NMB","Hungary","1,257,975","1,305,946","44"
202004,"NMB","Japan","25,316,041","26,106,337","996"
202004,"NMB","Korea, Republic of","18,083,029","18,774,978","805"
202004,"NMB","Mexico","1,973,468","2,055,714","69"
202004,"NMB","Poland","114,315","118,964","6"
202004,"NMB","Slovakia","138,172","140,169","1"
202004,"NMB","Thailand","7,949,289","8,219,290","291"
202004,"NMB","United States of America","5,403,127","5,491,240","62"
202004,"NMB","South Africa","1,248,573","1,267,490","22"
202005,"NMB","Austria","230,343","238,275","4"
202005,"NMB","Belgium","4,633,423","4,749,365","107"
202005,"NMB","China","772,950","824,330","32"
202005,"NMB","Czechia","4,711,641","5,105,115","163"
202005,"NMB","Germany","7,760,501","8,007,442","158"
202005,"NMB","Spain","1,439,369","1,492,671","49"
202005,"NMB","Finland","100,954","104,016","2"
202005,"NMB","United Kingdom","6,664,671","6,960,332","266"
202005,"NMB","Hungary","4,246,799","4,384,837","62"
202005,"NMB","Italy","611,136","626,158","7"
202005,"NMB","Japan","9,097,581","9,396,390","347"
202005,"NMB","Korea, Republic of","5,372,838","5,578,191","205"
202005,"NMB","Mexico","1,970,711","2,044,980","40"
202005,"NMB","Poland","324,252","339,178","17"
202005,"NMB","Slovakia","130,971","133,259","1"
202005,"NMB","United States of America","409,415","419,483","7"
202005,"NMB","South Africa","753,071","763,780","13"
202006,"NMB","Austria","49,177","51,144","1"
202006,"NMB","Belgium","212,718","220,982","6"
202006,"NMB","China","1,553,698","1,647,912","53"
202006,"NMB","Czechia","4,455,456","4,852,086","180"
202006,"NMB","Germany","7,517,814","7,699,443","114"
202006,"NMB","Spain","851,136","882,215","29"
202006,"NMB","Finland","642,274","659,620","14"
202006,"NMB","France","2,896,875","3,064,798","78"
202006,"NMB","United Kingdom","4,442,570","4,642,948","173"
202006,"NMB","Hungary","2,184,397","2,255,093","34"
202006,"NMB","Japan","16,762,988","17,332,463","603"
202006,"NMB","Korea, Republic of","11,015,762","11,500,627","549"
202006,"NMB","Mexico","2,348,966","2,399,562","60"
202006,"NMB","Sweden","118,250","123,855","2"
202006,"NMB","Thailand","4,020,177","4,231,838","182"
202006,"NMB","United States of America","1,597,305","1,620,953","17"
202006,"NMB","South Africa","332,539","336,719","5"
202007,"NMB","Austria","366,701","372,476","4"
202007,"NMB","Belgium","523,413","547,693","28"
202007,"NMB","China","407,022","424,413","8"
202007,"NMB","Czechia","2,481,093","2,705,441","102"
202007,"NMB","Germany","2,218,927","2,285,610","48"
202007,"NMB","Spain","57,229","59,305","2"
202007,"NMB","Finland","880,453","909,542","19"
202007,"NMB","United Kingdom","101,040","102,745","1"
202007,"NMB","Hungary","364,846","375,142","6"
202007,"NMB","Japan","10,794,901","11,175,721","472"
202007,"NMB","Korea, Republic of","7,453,433","7,736,017","343"
202007,"NMB","Mexico","267,184","278,362","7"
202007,"NMB","Puerto Rico","1,828,939","1,885,690","54"
202007,"NMB","Sweden","65,426","67,600","1"
202007,"NMB","Slovakia","139,590","144,054","2"
202007,"NMB","Thailand","6,016,992","6,252,249","171"
202007,"NMB","United States of America","2,340,647","2,378,528","27"
202007,"NMB","South Africa","241,489","246,903","9"
202008,"NMB","Austria","577,449","597,288","10"
202008,"NMB","Australia","1,073,902","1,114,166","18"
202008,"NMB","Belgium","4,337,616","4,431,880","98"
202008,"NMB","China","1,424,672","1,507,081","56"
202008,"NMB","Czechia","2,320,879","2,403,281","69"
202008,"NMB","Germany","6,584,341","6,768,315","147"
202008,"NMB","Spain","814,959","843,958","28"
202008,"NMB","France","1,159,348","1,237,758","29"
202008,"NMB","United Kingdom","2,463,866","2,525,611","63"
202008,"NMB","Hungary","2,533,642","2,614,669","45"
202008,"NMB","India","1,494,906","1,542,307","40"
202008,"NMB","Italy","221,057","224,016","2"
202008,"NMB","Japan","14,055,768","14,617,235","535"
202008,"NMB","Korea, Republic of","15,248,151","15,815,947","713"
202008,"NMB","Mexico","5,083,349","5,267,016","185"
202008,"NMB","Puerto Rico","2,388,044","2,461,593","75"
202008,"NMB","Slovakia","68,476","70,708","1"
202008,"NMB","Thailand","7,185,242","7,502,089","259"
202008,"NMB","United States of America","2,706,003","2,745,399","28"
202008,"NMB","South Africa","1,654,018","1,678,411","30"
202009,"NMB","Austria","123,323","127,289","2"
202009,"NMB","Belgium","3,825,260","3,911,273","88"
202009,"NMB","China","449,155","477,259","23"
202009,"NMB","Czechia","6,714,224","7,199,926","268"
202009,"NMB","Germany","9,307,234","9,534,366","156"
202009,"NMB","Spain","4,143,232","4,285,149","130"
202009,"NMB","Finland","229,518","237,173","5"
202009,"NMB","France","555,685","583,959","14"
202009,"NMB","United Kingdom","4,406,076","4,599,546","156"
202009,"NMB","Hungary","3,076,128","3,178,719","57"
202009,"NMB","Italy","134,493","136,133","1"
202009,"NMB","Japan","56,265,481","58,615,446","2,141"
202009,"NMB","Korea, Republic of","11,413,173","11,887,284","552"
202009,"NMB","Mexico","2,715,319","2,820,162","103"
202009,"NMB","Poland","2,191,925","2,259,249","113"
202009,"NMB","Puerto Rico","2,738,760","2,827,376","90"
202009,"NMB","Slovakia","137,494","139,613","1"
202009,"NMB","Thailand","14,206,930","14,731,425","458"
202009,"NMB","United States of America","2,302,812","2,337,617","26"
202009,"NMB","South Africa","950,290","966,173","30"
202010,"NMB","Belgium","1,853,942","1,896,346","42"
202010,"NMB","China","1,692,334","1,792,150","51"
202010,"NMB","Czechia","992,006","1,011,711","34"
202010,"NMB","Germany","2,059,837","2,098,447","30"
202010,"NMB","Spain","11,215,554","11,582,667","333"
202010,"NMB","Finland","447,496","459,626","10"
202010,"NMB","France","83,987","87,045","2"
202010,"NMB","United Kingdom","4,198,984","4,368,398","134"
202010,"NMB","Hungary","3,093,007","3,178,508","44"
202010,"NMB","India","375,047","387,062","10"
202010,"NMB","Japan","52,435,628","54,723,212","1,927"
202010,"NMB","Korea, Republic of","34,676,467","35,952,501","1,545"
202010,"NMB","Mexico","6,237,170","6,347,207","119"
202010,"NMB","Poland","715,692","742,172","38"
202010,"NMB","Puerto Rico","2,884,123","2,956,587","91"
202010,"NMB","Sweden","63,636","65,834","1"
202010,"NMB","Slovakia","137,502","139,713","1"
202010,"NMB","Thailand","1,582,949","1,638,400","49"
202010,"NMB","United States of America","1,835,661","1,862,394","19"
202010,"NMB","South Africa","607,190","615,026","9"
202011,"NMB","Austria","171,762","177,714","3"
202011,"NMB","Australia","23,558","24,485","1"
202011,"NMB","Belgium","301,630","308,208","7"
202011,"NMB","China","715,348","756,787","20"
202011,"NMB","Czechia","316,077","324,848","10"
202011,"NMB","Germany","5,460,987","5,578,005","94"
202011,"NMB","Spain","1,338,292","1,395,432","40"
202011,"NMB","France","1,271,389","1,340,174","35"
202011,"NMB","United Kingdom","8,445,070","8,867,154","312"
202011,"NMB","Hungary","400,481","412,012","6"
202011,"NMB","Italy","1,339,521","1,385,011","23"
202011,"NMB","Japan","56,957,096","59,195,596","2,195"
202011,"NMB","Korea, Republic of","16,645,153","17,170,361","655"
202011,"NMB","New Zealand","2,294,934","2,371,170","81"
202011,"NMB","Puerto Rico","809,801","828,378","23"
202011,"NMB","Romania","203,931","225,303","13"
202011,"NMB","Sweden","110,190","114,538","2"
202011,"NMB","Slovakia","861,223","888,003","12"
202011,"NMB","Thailand","353,914","366,674","11"
202011,"NMB","United States of America","2,796,178","2,850,507","38"
202011,"NMB","South Africa","1,585,074","1,606,870","35"
202012,"NMB","Austria","1,908,131","1,973,585","33"
202012,"NMB","Belgium","2,623,621","2,691,466","67"
202012,"NMB","China","2,986,516","3,150,406","82"
202012,"NMB","Czechia","2,617,144","2,632,678","70"
202012,"NMB","Germany","5,067,044","5,187,397","85"
202012,"NMB","Spain","6,215,955","6,465,237","197"
202012,"NMB","Finland","320,797","329,288","7"
202012,"NMB","France","741,388","780,267","20"
202012,"NMB","United Kingdom","7,748,499","8,013,585","222"
202012,"NMB","Hungary","2,488,393","2,588,679","90"
202012,"NMB","Italy","720,237","754,746","12"
202012,"NMB","Japan","52,158,022","54,361,480","2,041"
202012,"NMB","Korea, Republic of","13,535,168","13,994,051","656"
202012,"NMB","Mexico","3,231,418","3,292,834","52"
202012,"NMB","Puerto Rico","3,283,033","3,365,159","105"
202012,"NMB","Sweden","999,590","1,033,472","16"
202012,"NMB","Slovakia","256,552","261,031","3"
202012,"NMB","Thailand","7,658,208","7,948,588","273"
202012,"NMB","United States of America","2,618,051","2,681,509","45"
202012,"NMB","South Africa","1,369,408","1,398,045","67"
